,Año,Trimestre,Provincia,Mbps (Media de bajada)
669,2016,1,Santiago Del Estero,4.174011564306923
670,2016,1,Tierra Del Fuego,3.475082632716791
671,2016,1,Tucumán,5.004036640679885
672,2015,4,Buenos Aires,4.884148905856541
673,2015,4,Capital Federal,5.927803522979041
674,2015,4,Catamarca,4.124268369158702
675,2015,4,Chaco,5.828384180790961
676,2015,4,Chubut,3.283865031613298
677,2015,4,Córdoba,5.0670814932684065
678,2015,4,Corrientes,5.259482120492081
679,2015,4,Entre Ríos,5.007855905299356
680,2015,4,Formosa,4.660308568580684
681,2015,4,Jujuy,3.7246804758922987
682,2015,4,La Pampa,2.936747707229629
683,2015,4,La Rioja,4.521671863926294
684,2015,4,Mendoza,3.5017779300891023
685,2015,4,Misiones,5.9022914436487
686,2015,4,Neuquén,4.355592861552936
687,2015,4,Río Negro,3.768932299598505
688,2015,4,Salta,4.673467038141578
689,2015,4,San Juan,3.481604116955732
690,2015,4,San Luis,3.502937425860024
691,2015,4,Santa Cruz,3.4809679619106126
692,2015,4,Santa Fe,4.809873774553555
693,2015,4,Santiago Del Estero,4.0941016914507635
694,2015,4,Tierra Del Fuego,3.4748248642417257
695,2015,4,Tucumán,4.882297946330778
696,2015,3,Buenos Aires,4.700597914270459
697,2015,3,Capital Federal,5.66468043459464
698,2015,3,Catamarca,3.884563872599747
699,2015,3,Chaco,5.46643296553986
700,2015,3,Chubut,3.2790384114749496
701,2015,3,Córdoba,4.867849001225086
702,2015,3,Corrientes,5.063473816782213
703,2015,3,Entre Ríos,4.766712366729086
704,2015,3,Formosa,4.166164102194515
705,2015,3,Jujuy,3.532724551201011
706,2015,3,La Pampa,2.9149322141427945
707,2015,3,La Rioja,4.245850575398008
708,2015,3,Mendoza,3.500160951021911
709,2015,3,Misiones,5.634289050903693
710,2015,3,Neuquén,4.2299439848957405
711,2015,3,Río Negro,3.7368314562024914
712,2015,3,Salta,4.4218314129775615
713,2015,3,San Juan,3.4810928203738825
714,2015,3,San Luis,3.5027538715982556
715,2015,3,Santa Cruz,3.4806877443585873
716,2015,3,Santa Fe,4.559895452402629
717,2015,3,Santiago Del Estero,3.911237321691457
718,2015,3,Tierra Del Fuego,3.4777210569327157
719,2015,3,Tucumán,4.572318667230303
720,2015,2,Buenos Aires,4.463495663548014
721,2015,2,Capital Federal,5.31214873823781
722,2015,2,Catamarca,3.6825082950385544
723,2015,2,Chaco,5.194771414259476
724,2015,2,Chubut,3.2165716474851154
725,2015,2,Córdoba,4.557937666200854
726,2015,2,Corrientes,4.847197637993736
727,2015,2,Entre Ríos,4.55056996750087
728,2015,2,Formosa,3.7649156840276494
729,2015,2,Jujuy,3.4086788431460913
730,2015,2,La Pampa,2.8626566401062417
731,2015,2,La Rioja,4.001551396208129
732,2015,2,Mendoza,3.4997241088624933
733,2015,2,Misiones,5.327562649676923
734,2015,2,Neuquén,4.059617737533036
735,2015,2,Río Negro,3.666734448621427
736,2015,2,Salta,4.218121645686839
737,2015,2,San Juan,3.4789192890667078
738,2015,2,San Luis,3.5027709531013613
739,2015,2,Santa Cruz,3.47332349743749
740,2015,2,Santa Fe,4.303196181656382
741,2015,2,Santiago Del Estero,3.728811295360471
742,2015,2,Tierra Del Fuego,3.4775158762886598
743,2015,2,Tucumán,4.306812767469965
744,2015,1,Buenos Aires,4.323803709346771
745,2015,1,Capital Federal,4.999711683876372
746,2015,1,Catamarca,3.483603660962992
747,2015,1,Chaco,4.899908797030372
748,2015,1,Chubut,3.2131565777597957
749,2015,1,Córdoba,4.304279282006848
750,2015,1,Corrientes,4.628190221393157
751,2015,1,Entre Ríos,4.3467465057866335
752,2015,1,Formosa,3.3811501123595504
753,2015,1,Jujuy,3.241902108598274
754,2015,1,La Pampa,2.8340995102178685
755,2015,1,La Rioja,3.7804021060364885
756,2015,1,Mendoza,3.499130670898351
757,2015,1,Misiones,4.973004251321198
758,2015,1,Neuquén,3.9114916381985845
759,2015,1,Río Negro,3.585297088257377
760,2015,1,Salta,4.022777936163619
761,2015,1,San Juan,3.4769891700932414
762,2015,1,San Luis,3.5009942704654264
763,2015,1,Santa Cruz,3.474217030667377
764,2015,1,Santa Fe,4.063283068408137
765,2015,1,Santiago Del Estero,3.571104125126239
766,2015,1,Tierra Del Fuego,3.4538780857514078
767,2015,1,Tucumán,4.071078040242438
768,2014,4,Buenos Aires,4.198943508236657
769,2014,4,Capital Federal,4.7817877112755625
770,2014,4,Catamarca,3.336005334797788
771,2014,4,Chaco,3.977400363306085
772,2014,4,Chubut,3.1746491581312557
773,2014,4,Córdoba,4.092903062184572
774,2014,4,Corrientes,3.8061123116725004
775,2014,4,Entre Ríos,3.8000517871100685
776,2014,4,Formosa,3.023326617826618
777,2014,4,Jujuy,3.127642108190794
778,2014,4,La Pampa,2.754208730637699
779,2014,4,La Rioja,3.582023899524448
780,2014,4,Mendoza,3.498767768599914
781,2014,4,Misiones,4.025619961413459
782,2014,4,Neuquén,3.850772582597391
783,2014,4,Río Negro,3.543129254254254
784,2014,4,Salta,3.862259431502549
785,2014,4,San Juan,3.4752201692281126
786,2014,4,San Luis,3.503621206358865
787,2014,4,Santa Cruz,3.3330261837139634
788,2014,4,Santa Fe,3.780707860716513
789,2014,4,Santiago Del Estero,3.4582244726597287
790,2014,4,Tierra Del Fuego,3.4747244698924056
791,2014,4,Tucumán,3.8606123102449525
792,2014,3,Buenos Aires,3.969046991173242
793,2014,3,Capital Federal,4.437380943390075
794,2014,3,Catamarca,2.915176175040519
795,2014,3,Chaco,3.461947812450996
796,2014,3,Chubut,3.165741790763976
797,2014,3,Córdoba,3.6600622495599104
798,2014,3,Corrientes,3.410927776641118
799,2014,3,Entre Ríos,3.3996079417526825
800,2014,3,Formosa,2.6562830152303833
801,2014,3,Jujuy,2.9307053902518616
802,2014,3,La Pampa,2.816519545748315
803,2014,3,La Rioja,3.095178784641488
804,2014,3,Mendoza,3.5028531768490665
805,2014,3,Misiones,3.5775238575714927
806,2014,3,Neuquén,3.7429104879160966
807,2014,3,Río Negro,3.4799791702900404
808,2014,3,Salta,3.4109103624880306
809,2014,3,San Juan,3.473725985590389
810,2014,3,San Luis,3.503113190184049
811,2014,3,Santa Cruz,3.3073222601557406
812,2014,3,Santa Fe,3.375592912249111
813,2014,3,Santiago Del Estero,3.0995465103889184
814,2014,3,Tierra Del Fuego,3.470981711419659
815,2014,3,Tucumán,3.349897526769352
816,2014,2,Buenos Aires,3.851862760043666
817,2014,2,Capital Federal,4.249991223638481
818,2014,2,Catamarca,2.915358424826804
819,2014,2,Chaco,3.4206301023631998
820,2014,2,Chubut,3.1564052528575886
821,2014,2,Córdoba,3.5567859606832632
822,2014,2,Corrientes,3.3669705989802563
823,2014,2,Entre Ríos,3.312400309974538
824,2014,2,Formosa,2.6523512500000006
825,2014,2,Jujuy,2.7690316794782204
826,2014,2,La Pampa,2.684576055426866
827,2014,2,La Rioja,3.095153343388638
828,2014,2,Mendoza,3.503033182060705
829,2014,2,Misiones,3.540023885712756
830,2014,2,Neuquén,3.6647043380451545
831,2014,2,Río Negro,3.4286257504445143
832,2014,2,Salta,3.391137751108792
833,2014,2,San Juan,3.4724840645935795
834,2014,2,San Luis,3.5041044810417468
835,2014,2,Santa Cruz,3.3181516601634393
836,2014,2,Santa Fe,3.3116910410979234
837,2014,2,Santiago Del Estero,3.0697509211495944
838,2014,2,Tierra Del Fuego,3.470095986812908
839,2014,2,Tucumán,3.34994476711167
840,2014,1,Buenos Aires,3.7331327999829305
841,2014,1,Capital Federal,4.024081510870217
842,2014,1,Catamarca,2.8027344007923407
843,2014,1,Chaco,3.2558373037444444
844,2014,1,Chubut,3.1759166751464583
845,2014,1,Córdoba,3.3874045815248133
846,2014,1,Corrientes,3.2186250823491607
847,2014,1,Entre Ríos,3.1672900899827185
848,2014,1,Formosa,2.5737292109196757
849,2014,1,Jujuy,2.690263349406857
850,2014,1,La Pampa,2.64721042446136
851,2014,1,La Rioja,2.964740372987079
852,2014,1,Mendoza,3.5026805565551156
853,2014,1,Misiones,3.403126267679909
854,2014,1,Neuquén,3.5493016508254125
855,2014,1,Río Negro,3.353796318189495
856,2014,1,Salta,3.3009019792545207
857,2014,1,San Juan,3.4691384597491712
858,2014,1,San Luis,3.5028153221310823
859,2014,1,Santa Cruz,3.315991479820628
860,2014,1,Santa Fe,3.1474068452786788
861,2014,1,Santiago Del Estero,2.9494717214992052
862,2014,1,Tierra Del Fuego,3.446887937323564
863,2014,1,Tucumán,3.208341823551126
